iteration,roc_weighted,datetime_start,datetime_complete,duration,C,l1_ratio,linesearch_max_iter,max_iter,penalty,tol,state
964,0.9330842848094522,2022-07-02 23:57:50.997421,2022-07-02 23:57:52.807795,0 days 00:00:01.810374,9.8,0.07432425669539697,371.0,42076533.0,l1,0.03702226979928786,COMPLETE
123,0.9330829615260156,2022-07-02 23:33:42.565682,2022-07-02 23:33:43.979949,0 days 00:00:01.414267,8.2,0.9077797060501698,126.0,16162739.0,l1,0.03617921593640297,COMPLETE
523,0.9330816382425788,2022-07-02 23:44:24.799787,2022-07-02 23:44:26.397307,0 days 00:00:01.597520,9.700000000000001,0.5804688735454286,316.0,7974602.0,l1,0.037912583635086435,COMPLETE
746,0.9330816382425788,2022-07-02 23:50:51.851076,2022-07-02 23:50:53.547453,0 days 00:00:01.696377,9.700000000000001,0.058183411589368746,263.0,9927948.0,l1,0.03840442669765356,COMPLETE
707,0.9330816382425788,2022-07-02 23:49:46.046462,2022-07-02 23:49:47.743731,0 days 00:00:01.697269,7.2,0.24159180075224065,312.0,44703548.0,l1,0.035992144572659424,COMPLETE
154,0.9330816382425788,2022-07-02 23:34:35.805620,2022-07-02 23:34:37.231808,0 days 00:00:01.426188,5.2,0.7820934521573483,117.0,16344809.0,l1,0.036668310959887686,COMPLETE
152,0.9330816382425788,2022-07-02 23:34:32.935820,2022-07-02 23:34:34.379048,0 days 00:00:01.443228,5.2,0.8298005404709841,127.0,16032992.0,l1,0.03675799746726047,COMPLETE
150,0.9330816382425788,2022-07-02 23:34:30.060830,2022-07-02 23:34:31.523505,0 days 00:00:01.462675,5.9,0.8392197049606092,116.0,15690366.0,l1,0.036905955473810724,COMPLETE
44,0.9330816382425788,2022-07-02 23:31:37.947559,2022-07-02 23:31:39.472450,0 days 00:00:01.524891,5.9,0.23798275644481792,207.0,40678750.0,l1,0.03697419999061012,COMPLETE
511,0.9330816382425788,2022-07-02 23:44:03.857054,2022-07-02 23:44:05.459005,0 days 00:00:01.601951,9.700000000000001,0.9945822582549965,265.0,27469933.0,l1,0.03856673469228381,COMPLETE
267,0.9330816382425788,2022-07-02 23:37:22.494673,2022-07-02 23:37:23.952276,0 days 00:00:01.457603,5.9,0.9738413350544347,223.0,17062705.0,l1,0.03722827804723604,COMPLETE
666,0.9330816382425788,2022-07-02 23:48:31.403037,2022-07-02 23:48:33.095559,0 days 00:00:01.692522,9.700000000000001,0.07491395048540064,322.0,46058600.0,l1,0.037766760876335896,COMPLETE
875,0.9330816382425788,2022-07-02 23:55:01.874516,2022-07-02 23:55:03.645426,0 days 00:00:01.770910,9.700000000000001,0.12970023269377848,226.0,40303047.0,l1,0.038094832890595065,COMPLETE
