iteration,recall,datetime_start,datetime_complete,duration,alpha,max_iter,selection,tol,state
183,0.8878901601830663,2022-06-12 18:29:28.313325,2022-06-12 18:29:28.863560,0 days 00:00:00.550235,0.3500479247809096,8829831,cyclic,0.08377517085834331,COMPLETE
349,0.8878901601830663,2022-06-12 18:31:05.056635,2022-06-12 18:31:05.708539,0 days 00:00:00.651904,0.34542641584510336,9505319,cyclic,0.09219964656857835,COMPLETE
437,0.8878901601830663,2022-06-12 18:32:00.355641,2022-06-12 18:32:01.005614,0 days 00:00:00.649973,0.34794862761941353,9599546,cyclic,0.09665599009120912,COMPLETE
904,0.8878901601830663,2022-06-12 18:37:55.168467,2022-06-12 18:37:55.925808,0 days 00:00:00.757341,0.3500317569344503,8997639,cyclic,0.09832186540483115,COMPLETE
887,0.8878901601830663,2022-06-12 18:37:41.070813,2022-06-12 18:37:41.823934,0 days 00:00:00.753121,0.347811151725341,4924013,cyclic,0.09613113168031028,COMPLETE
596,0.8878901601830663,2022-06-12 18:33:50.807704,2022-06-12 18:33:51.811021,0 days 00:00:01.003317,0.34548803107591813,9579254,cyclic,0.09170773119410734,COMPLETE
285,0.8878901601830663,2022-06-12 18:30:27.176441,2022-06-12 18:30:27.726837,0 days 00:00:00.550396,0.34551239745164014,8712136,cyclic,0.08778459108613149,COMPLETE
64,0.8878901601830663,2022-06-12 18:28:20.438082,2022-06-12 18:28:20.960097,0 days 00:00:00.522015,0.34827794605074114,8863383,cyclic,0.09145482293273148,COMPLETE
362,0.8878901601830663,2022-06-12 18:31:12.794059,2022-06-12 18:31:13.368165,0 days 00:00:00.574106,0.34752585194240904,2932324,cyclic,0.09779982933461989,COMPLETE
439,0.8878718535469108,2022-06-12 18:32:01.924642,2022-06-12 18:32:02.603654,0 days 00:00:00.679012,0.3461663234473482,9077243,cyclic,0.08208531605752038,COMPLETE
124,0.8878718535469108,2022-06-12 18:28:52.663047,2022-06-12 18:28:53.254363,0 days 00:00:00.591316,0.3508026848750272,8870906,cyclic,0.08733836380728663,COMPLETE
846,0.8878535469107551,2022-06-12 18:37:06.452707,2022-06-12 18:37:07.243880,0 days 00:00:00.791173,0.3468112417797572,3790646,cyclic,0.09235407340300936,COMPLETE
584,0.8878535469107551,2022-06-12 18:33:42.248784,2022-06-12 18:33:43.059978,0 days 00:00:00.811194,0.3469007959142511,9665301,cyclic,0.08694971402270515,COMPLETE
243,0.8878535469107551,2022-06-12 18:30:02.416824,2022-06-12 18:30:02.973713,0 days 00:00:00.556889,0.3469466376899779,4167803,cyclic,0.09324327014611489,COMPLETE
300,0.8878535469107551,2022-06-12 18:30:35.726641,2022-06-12 18:30:36.288841,0 days 00:00:00.562200,0.34683128524545764,9361002,cyclic,0.09428640974779734,COMPLETE
986,0.8878535469107551,2022-06-12 18:39:05.733047,2022-06-12 18:39:06.902914,0 days 00:00:01.169867,0.3513109479055736,9394336,cyclic,0.08600444472007092,COMPLETE
