iteration,f1_weighted,datetime_start,datetime_complete,duration,alpha,max_iter,selection,tol,state
308,0.9814883931644219,2022-06-12 16:57:45.663238,2022-06-12 16:57:46.255654,0 days 00:00:00.592416,1.9997187197906525,6790312,random,0.045378981241295344,COMPLETE
728,0.9814883931644219,2022-06-12 17:02:23.667967,2022-06-12 17:02:24.392799,0 days 00:00:00.724832,1.998879358376439,3820404,random,0.08112124932123742,COMPLETE
299,0.9814883931644219,2022-06-12 16:57:40.112345,2022-06-12 16:57:40.709940,0 days 00:00:00.597595,1.9987400075250807,6923651,random,0.07117916136688363,COMPLETE
298,0.9814883931644219,2022-06-12 16:57:39.523530,2022-06-12 16:57:40.112062,0 days 00:00:00.588532,1.9992323164870116,5729178,random,0.06722170852853494,COMPLETE
297,0.9814883931644219,2022-06-12 16:57:38.939374,2022-06-12 16:57:39.523225,0 days 00:00:00.583851,1.998850136761077,5684917,random,0.06687421564528663,COMPLETE
544,0.9814883931644219,2022-06-12 17:00:15.145081,2022-06-12 17:00:15.798791,0 days 00:00:00.653710,1.9998977663858626,9311454,random,0.09063607024551215,COMPLETE
545,0.9814883931644219,2022-06-12 17:00:15.799236,2022-06-12 17:00:16.453787,0 days 00:00:00.654551,1.9965188453758749,9629543,random,0.07437309692653649,COMPLETE
547,0.9814883931644219,2022-06-12 17:00:17.122104,2022-06-12 17:00:17.776086,0 days 00:00:00.653982,1.9992214461076436,9243604,random,0.0707937800176479,COMPLETE
510,0.9814883931644219,2022-06-12 16:59:52.710386,2022-06-12 16:59:53.352604,0 days 00:00:00.642218,1.9976606915642368,9332440,random,0.09115951877640227,COMPLETE
511,0.9814883931644219,2022-06-12 16:59:53.353037,2022-06-12 16:59:53.982055,0 days 00:00:00.629018,1.9997276978749712,9424680,random,0.07304374996932259,COMPLETE
293,0.9814883931644219,2022-06-12 16:57:36.593680,2022-06-12 16:57:37.191289,0 days 00:00:00.597609,1.9970002600570775,9817541,random,0.08745147284615976,COMPLETE
287,0.9814883931644219,2022-06-12 16:57:33.081364,2022-06-12 16:57:33.665542,0 days 00:00:00.584178,1.9984380501766708,7385523,random,0.09612296225380347,COMPLETE
514,0.9814883931644219,2022-06-12 16:59:55.263283,2022-06-12 16:59:55.894658,0 days 00:00:00.631375,1.9998701636070015,5752029,random,0.050516429182017264,COMPLETE
577,0.9814883931644219,2022-06-12 17:00:37.300731,2022-06-12 17:00:37.972783,0 days 00:00:00.672052,1.996769183966537,8402974,random,0.07733143661230397,COMPLETE
