iteration,precision,datetime_start,datetime_complete,duration,max_depth,max_leaves,min_samples_leaf,min_samples_split,n_bins,n_estimators,state
284,0.8126704220752714,2022-06-15 01:57:52.159180,2022-06-15 01:59:21.847682,0 days 00:01:29.688502,48.0,496.0,102.0,20.0,462.0,305.0,COMPLETE
198,0.8126531012182774,2022-06-14 23:12:55.978125,2022-06-14 23:14:25.084648,0 days 00:01:29.106523,39.0,478.0,123.0,13.0,524.0,296.0,COMPLETE
52,0.8126449547577826,2022-06-14 18:54:32.259009,2022-06-14 18:56:28.796689,0 days 00:01:56.537680,36.0,480.0,104.0,19.0,592.0,389.0,COMPLETE
51,0.8126224369857646,2022-06-14 18:53:08.237876,2022-06-14 18:54:32.258895,0 days 00:01:24.021019,34.0,489.0,110.0,20.0,612.0,278.0,COMPLETE
208,0.8125939481079668,2022-06-14 23:29:57.855892,2022-06-14 23:31:30.347054,0 days 00:01:32.491162,37.0,490.0,127.0,20.0,567.0,306.0,COMPLETE
224,0.8125560830763708,2022-06-14 23:53:52.450142,2022-06-14 23:55:19.320781,0 days 00:01:26.870639,37.0,489.0,124.0,20.0,548.0,287.0,COMPLETE
42,0.8125163313300235,2022-06-14 18:36:54.563365,2022-06-14 18:38:46.413172,0 days 00:01:51.849807,33.0,472.0,116.0,20.0,605.0,372.0,COMPLETE
71,0.8125102074146661,2022-06-14 19:25:55.315158,2022-06-14 19:27:43.654961,0 days 00:01:48.339803,39.0,495.0,134.0,18.0,644.0,358.0,COMPLETE
135,0.8124540808829532,2022-06-14 21:16:22.229791,2022-06-14 21:17:59.894252,0 days 00:01:37.664461,30.0,484.0,127.0,19.0,605.0,323.0,COMPLETE
137,0.8124499763153167,2022-06-14 21:19:17.654915,2022-06-14 21:21:16.321125,0 days 00:01:58.666210,31.0,484.0,99.0,20.0,611.0,395.0,COMPLETE
23,0.8124131845145687,2022-06-14 18:00:37.436147,2022-06-14 18:01:58.898648,0 days 00:01:21.462501,39.0,473.0,141.0,17.0,553.0,270.0,COMPLETE
144,0.8122775510204082,2022-06-14 21:31:09.028548,2022-06-14 21:32:48.630208,0 days 00:01:39.601660,41.0,500.0,137.0,12.0,592.0,329.0,COMPLETE
275,0.8122737206040641,2022-06-15 01:13:09.945490,2022-06-15 01:14:39.415486,0 days 00:01:29.469996,36.0,487.0,115.0,19.0,551.0,296.0,COMPLETE
