iteration,f1_weighted,datetime_start,datetime_complete,duration,C,change_tol,grad_tol,lbfgs_memory,linesearch_max_iter,loss,max_iter,penalized_intercept,penatly,state
39,0.9168870869199638,2022-06-28 21:43:27.966625,2022-06-28 21:43:29.436439,0 days 00:00:01.469814,2.1,0.0007374740441447654,0.058195981572171346,18,8179,hinge,9383574,False,l1,COMPLETE
60,0.9168870869199638,2022-06-28 21:44:01.398444,2022-06-28 21:44:03.903608,0 days 00:00:02.505164,2.9000000000000004,0.0005406975218353552,0.09413104228747032,14,9706,hinge,6804674,True,l1,COMPLETE
32,0.9168862427535281,2022-06-28 21:43:17.915935,2022-06-28 21:43:19.693131,0 days 00:00:01.777196,2.0,0.0006352675221246194,0.04113845442135047,12,8752,hinge,5163539,True,l1,COMPLETE
3,0.9168845657071173,2022-06-28 21:42:39.162559,2022-06-28 21:42:40.609252,0 days 00:00:01.446693,3.1,0.0004348464420269243,0.04609412813413507,19,4195,hinge,2138223,True,l1,COMPLETE
46,0.9162347514580998,2022-06-28 21:43:40.273561,2022-06-28 21:43:41.721491,0 days 00:00:01.447930,9.3,0.0005252924099796842,0.052922017609955824,14,9061,hinge,6446643,True,l1,COMPLETE
26,0.8147946302801139,2022-06-28 21:43:11.012712,2022-06-28 21:43:11.584144,0 days 00:00:00.571432,1.8000000000000003,0.00040783095784847114,0.07927480984647568,20,8508,squared_hinge,6732721,False,l2,COMPLETE
47,0.8147946302801139,2022-06-28 21:43:41.721615,2022-06-28 21:43:42.275125,0 days 00:00:00.553510,2.6,0.000613538392615368,0.0370487685561559,19,4167,squared_hinge,5347657,False,l2,COMPLETE
6,0.8147946302801139,2022-06-28 21:42:43.992223,2022-06-28 21:42:44.483948,0 days 00:00:00.491725,9.8,0.000874191388901624,0.08507107539038887,7,5178,hinge,1096041,False,l2,COMPLETE
7,0.8147946302801139,2022-06-28 21:42:44.484057,2022-06-28 21:42:45.024839,0 days 00:00:00.540782,4.0,0.0008765667722316516,0.009337252618216385,11,6425,hinge,9734059,False,l2,COMPLETE
57,0.8147946302801139,2022-06-28 21:43:57.683102,2022-06-28 21:43:58.221561,0 days 00:00:00.538459,1.7000000000000002,0.0003549880826651722,0.08686190296585043,15,605,hinge,7821189,False,l2,COMPLETE
9,0.8147946302801139,2022-06-28 21:42:46.386787,2022-06-28 21:42:46.937159,0 days 00:00:00.550372,8.0,0.0008319473596252804,0.06674086764077226,12,7519,squared_hinge,7667699,False,l2,COMPLETE
0,0.8147946302801139,2022-06-28 21:42:35.905383,2022-06-28 21:42:36.446930,0 days 00:00:00.541547,7.3,0.00015085785499073572,0.0849544999488541,6,692,squared_hinge,3713279,True,l2,COMPLETE
29,0.8147946302801139,2022-06-28 21:43:14.244455,2022-06-28 21:43:14.779586,0 days 00:00:00.535131,6.8,3.990425518680295e-05,0.08394777915122074,17,4364,squared_hinge,3212758,True,l2,COMPLETE
87,0.8147946302801139,2022-06-28 21:45:22.565051,2022-06-28 21:45:23.147351,0 days 00:00:00.582300,0.30000000000000004,7.785981071388559e-05,0.03906367266800701,18,5343,squared_hinge,6898158,False,l2,COMPLETE
38,0.8147946302801139,2022-06-28 21:43:27.417151,2022-06-28 21:43:27.966466,0 days 00:00:00.549315,1.3000000000000003,0.0005897050153625317,0.048954221206205455,8,4755,hinge,7137132,False,l2,COMPLETE
18,0.8147946302801139,2022-06-28 21:42:58.708636,2022-06-28 21:42:59.275562,0 days 00:00:00.566926,5.0,0.0005135338904886414,0.0018227218145459162,9,8674,squared_hinge,4083676,True,l2,COMPLETE
69,0.8147946302801139,2022-06-28 21:44:15.668381,2022-06-28 21:44:16.242281,0 days 00:00:00.573900,7.7,0.0004291739783020317,0.04074727618903757,13,2408,squared_hinge,7193990,False,l2,COMPLETE
14,0.809819534850727,2022-06-28 21:42:52.821627,2022-06-28 21:42:54.401860,0 days 00:00:01.580233,1.6,0.0006993373644454202,0.09756413765177875,9,7966,squared_hinge,7561925,True,l1,COMPLETE
36,0.809819534850727,2022-06-28 21:43:24.572736,2022-06-28 21:43:26.009162,0 days 00:00:01.436426,0.2,0.0006654707487626473,0.04329613245637302,10,3480,squared_hinge,4851178,False,l1,COMPLETE
2,0.809819534850727,2022-06-28 21:42:37.853009,2022-06-28 21:42:39.162458,0 days 00:00:01.309449,9.9,0.000788623605019805,0.03484945004184587,10,4182,squared_hinge,1914182,False,l1,COMPLETE
59,0.809819534850727,2022-06-28 21:44:00.031310,2022-06-28 21:44:01.398318,0 days 00:00:01.367008,0.8,0.000482817320468135,0.0749673858088071,18,5545,squared_hinge,8639446,False,l1,COMPLETE
