iteration,precision,datetime_start,datetime_complete,duration,alpha,fit_intercept,l1_ratio,max_iter,normalize,selection,tol,state
544,0.9999783084965619,2022-06-14 02:27:46.382761,2022-06-14 02:27:47.256979,0 days 00:00:00.874218,1.389357318492751,True,0.43440680425461126,8830991,False,random,0.05008086551463587,COMPLETE
982,0.9999783084965619,2022-06-14 02:35:18.171635,2022-06-14 02:35:19.243971,0 days 00:00:01.072336,1.5429011486154567,True,0.41500891619342295,9639550,False,random,0.01632285672152602,COMPLETE
358,0.999978308967073,2022-06-14 02:25:04.422780,2022-06-14 02:25:05.205213,0 days 00:00:00.782433,0.9941361069569636,True,0.6124670457900935,4354476,False,random,0.017285805692730933,COMPLETE
432,0.999978308967073,2022-06-14 02:26:06.237262,2022-06-14 02:26:07.054518,0 days 00:00:00.817256,1.224378503922272,True,0.6233951668637397,5985105,False,random,0.016259701403556186,COMPLETE
330,0.999978308967073,2022-06-14 02:24:43.325150,2022-06-14 02:24:44.104697,0 days 00:00:00.779547,1.4331168637165026,True,0.505366312554856,3354969,False,random,0.027023269485251945,COMPLETE
763,0.999978308967073,2022-06-14 02:31:18.968849,2022-06-14 02:31:19.939150,0 days 00:00:00.970301,1.409979945433787,True,0.5129131492812864,8448280,False,random,0.018359712035439995,COMPLETE
626,0.999978308967073,2022-06-14 02:29:03.976404,2022-06-14 02:29:04.887926,0 days 00:00:00.911522,0.8153192154008598,True,0.8090441227812374,8107095,False,random,0.017628517554771145,COMPLETE
14,0.999978308967073,2022-06-14 02:21:09.790887,2022-06-14 02:21:10.478821,0 days 00:00:00.687934,1.819936555543415,True,0.35278640585085735,6547274,False,random,0.019005833058562894,COMPLETE
930,0.9999783094375637,2022-06-14 02:34:19.882022,2022-06-14 02:34:20.938441,0 days 00:00:01.056419,1.3717372592592596,True,0.4888164557977029,9296607,False,random,0.016767031326154494,COMPLETE
590,0.9999783094375637,2022-06-14 02:28:30.322552,2022-06-14 02:28:31.215029,0 days 00:00:00.892477,1.4245733346913145,True,0.47979216912419087,8235885,False,random,0.019834583732649853,COMPLETE
653,0.9999783094375637,2022-06-14 02:29:29.232091,2022-06-14 02:29:30.148670,0 days 00:00:00.916579,0.8621927266383015,True,0.7759195121584416,9003739,False,random,0.019752113386264075,COMPLETE
