iteration,recall,datetime_start,datetime_complete,duration,alpha,solver,state
711,0.8494828375286041,2022-06-13 22:39:21.893966,2022-06-13 22:39:22.903193,0 days 00:00:01.009227,6.0812759746159175,svd,COMPLETE
713,0.8494828375286041,2022-06-13 22:39:23.921825,2022-06-13 22:39:24.928629,0 days 00:00:01.006804,6.2867732258790765,svd,COMPLETE
715,0.8494828375286041,2022-06-13 22:39:25.938134,2022-06-13 22:39:26.948921,0 days 00:00:01.010787,6.321814145155245,svd,COMPLETE
729,0.8494828375286041,2022-06-13 22:39:40.041901,2022-06-13 22:39:41.061725,0 days 00:00:01.019824,0.1337557584242792,svd,COMPLETE
730,0.8494828375286041,2022-06-13 22:39:41.062274,2022-06-13 22:39:42.077736,0 days 00:00:01.015462,0.3993609065997628,svd,COMPLETE
728,0.8494828375286041,2022-06-13 22:39:39.016039,2022-06-13 22:39:40.041310,0 days 00:00:01.025271,0.41229988707705606,svd,COMPLETE
727,0.8494828375286041,2022-06-13 22:39:37.993797,2022-06-13 22:39:39.015413,0 days 00:00:01.021616,0.20346555488528728,svd,COMPLETE
726,0.8494828375286041,2022-06-13 22:39:37.000933,2022-06-13 22:39:37.993158,0 days 00:00:00.992225,0.2708389392066207,svd,COMPLETE
717,0.8494828375286041,2022-06-13 22:39:27.960793,2022-06-13 22:39:28.962366,0 days 00:00:01.001573,6.111361208781301,svd,COMPLETE
719,0.8494828375286041,2022-06-13 22:39:29.976703,2022-06-13 22:39:30.993407,0 days 00:00:01.016704,6.053801641371925,svd,COMPLETE
720,0.8494828375286041,2022-06-13 22:39:30.994002,2022-06-13 22:39:32.001954,0 days 00:00:01.007952,0.0006484627404368393,svd,COMPLETE
722,0.8494828375286041,2022-06-13 22:39:32.653070,2022-06-13 22:39:33.684084,0 days 00:00:01.031014,0.1921353499196326,svd,COMPLETE
723,0.8494828375286041,2022-06-13 22:39:33.684699,2022-06-13 22:39:34.698626,0 days 00:00:01.013927,0.021966449232407537,svd,COMPLETE
725,0.8494828375286041,2022-06-13 22:39:35.726761,2022-06-13 22:39:37.000242,0 days 00:00:01.273481,0.1391299766926703,svd,COMPLETE
716,0.8494828375286041,2022-06-13 22:39:26.949419,2022-06-13 22:39:27.960230,0 days 00:00:01.010811,0.004912694190727818,svd,COMPLETE
737,0.8494828375286041,2022-06-13 22:39:48.177147,2022-06-13 22:39:49.197778,0 days 00:00:01.020631,0.5570134466506822,svd,COMPLETE
704,0.8494828375286041,2022-06-13 22:39:14.581873,2022-06-13 22:39:15.579583,0 days 00:00:00.997710,5.933664049687965,svd,COMPLETE
702,0.8494828375286041,2022-06-13 22:39:12.561382,2022-06-13 22:39:13.579821,0 days 00:00:01.018439,5.382668812205266,svd,COMPLETE
735,0.8494828375286041,2022-06-13 22:39:46.139365,2022-06-13 22:39:47.153934,0 days 00:00:01.014569,0.3603718316832532,svd,COMPLETE
685,0.8494828375286041,2022-06-13 22:38:55.550735,2022-06-13 22:38:56.547478,0 days 00:00:00.996743,5.789448387003409,svd,COMPLETE
734,0.8494828375286041,2022-06-13 22:39:45.128696,2022-06-13 22:39:46.138724,0 days 00:00:01.010028,0.5731172596281964,svd,COMPLETE
686,0.8494828375286041,2022-06-13 22:38:56.548044,2022-06-13 22:38:57.804001,0 days 00:00:01.255957,5.842492941235398,svd,COMPLETE
687,0.8494828375286041,2022-06-13 22:38:57.804664,2022-06-13 22:38:58.784574,0 days 00:00:00.979910,5.539611731900504,svd,COMPLETE
688,0.8494828375286041,2022-06-13 22:38:58.785124,2022-06-13 22:38:59.808833,0 days 00:00:01.023709,5.175752298057725,svd,COMPLETE
690,0.8494828375286041,2022-06-13 22:39:00.821048,2022-06-13 22:39:01.832616,0 days 00:00:01.011568,6.0888738868823316,svd,COMPLETE
733,0.8494828375286041,2022-06-13 22:39:44.109696,2022-06-13 22:39:45.128088,0 days 00:00:01.018392,0.3640055180438745,svd,COMPLETE
703,0.8494828375286041,2022-06-13 22:39:13.580347,2022-06-13 22:39:14.581288,0 days 00:00:01.000941,5.924089192474318,svd,COMPLETE
691,0.8494828375286041,2022-06-13 22:39:01.833163,2022-06-13 22:39:02.848860,0 days 00:00:01.015697,6.314389391146436,svd,COMPLETE
